"sample","number","size.class","scientific","fb_length_at_maturity"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25332/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25333/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25335/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25336/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25339/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25340/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25341/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25173/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25343/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25344/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25346/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25347/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25348/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25351/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25352/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25357/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25359/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25360/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25361/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25362/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25363/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25364/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25365/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25225/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25370/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25373/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25228/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25378/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25380/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25175/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25231/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25381/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25232/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25382/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25383/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25233/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25385/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25234/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25386/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25387/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25389/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25390/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25237/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25238/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25393/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25396/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25239/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25398/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25400/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25401/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25402/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25405/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25406/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25243/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25408/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25409/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25411/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25412/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25413/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25245/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25414/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25415/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25249/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25252/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25254/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25443/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25444/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25445/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25447/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25448/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25449/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25450/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25452/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25454/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25455/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25456/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25458/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25459/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25462/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25463/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25464/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25465/?format=feather",0,"0-50","all.indicators",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25273/?format=feather",1,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25273/?format=feather",1,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25273/?format=feather",1,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25376/?format=feather",1,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25170/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25170/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25170/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25173/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25173/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25173/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25173/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25175/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25175/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25175/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25178/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25178/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25178/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25180/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25180/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25180/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25181/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25181/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25181/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25181/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25184/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25184/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25184/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25184/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25186/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25186/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25186/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25186/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25186/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25186/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25187/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25187/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25187/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25187/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25187/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25187/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25188/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25188/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25188/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25188/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25195/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25195/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25195/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25197/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25197/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25197/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25201/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25201/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25201/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25205/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25205/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25205/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25209/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25218/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25223/?format=feather",0,"0-50","Glaucosoma hebraicum",393.666667938232
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25225/?format=feather",0,"0-50","Choerodon rubescens",479
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25225/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25225/?format=feather",0,"0-50","Chrysophrys auratus",261.666666666667
