"sample","caab","family","scientific","genus","species","length","number","range","rms","precision","community_thermal_index","status","zone","site","location","longitude","latitude","depth","successful_count","successful_length"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26438/?format=feather",37384057,"Labridae","Bodianus frenchii","Bodianus","frenchii",236.72964,1,1741.56693,6.29941,2.98336,20.68325,"Fished","Habitat Protection Zone","Geographe Bay","Geographe Bay",115.2133,-33.5932,26.5,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37384002,"Labridae","Achoerodus gouldii","Achoerodus","gouldii",618.15228,1,6049.40381,8.75208,48.11797,17.67682,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37384039,"Labridae","Choerodon rubescens","Choerodon","rubescens",326.27482,1,3742.14048,13.00967,9.24985,21.16713,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37384039,"Labridae","Choerodon rubescens","Choerodon","rubescens",281.51872,1,2445.44725,8.06664,3.16657,21.16713,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37311100,"Serranidae","Epinephelides armatus","Epinephelides","armatus",299.12885,1,4933.87323,6.62537,14.33407,20.76187,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",209.55503,1,1330.68836,5.32474,0.86924,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",203.13876,1,1670.40592,4.16868,2.42665,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",212.09778,1,2177.45927,5.41685,4.96316,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",202.65304,1,1924.11934,5.93416,2.24705,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",218.24334,1,1475.65355,5.2641,1.65346,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",196.19837,1,1948.96268,4.93569,1.96572,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2379,-33.5916,17.6,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26440/?format=feather",37337007,"Carangidae","Seriola hippos","Seriola","hippos",704.66826,1,2039.75105,1.95319,2.46811,20.70145,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2415,-33.5915,17.9,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26440/?format=feather",37337007,"Carangidae","Seriola hippos","Seriola","hippos",535.4333,1,1816.2853,0.62556,1.35756,20.70145,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2415,-33.5915,17.9,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26440/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",279.15642,1,3198.08971,4.75834,2.21158,20.95656,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2415,-33.5915,17.9,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26440/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",414.43855,1,3715.86665,5.99024,8.13849,20.95656,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2415,-33.5915,17.9,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26440/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",231.80495,1,1125.64376,4.18469,1.13624,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2415,-33.5915,17.9,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26441/?format=feather",37361001,"Kyphosidae","Kyphosus sydneyanus","Kyphosus","sydneyanus",539.39062,1,3027.27435,3.4453,8.19992,19.15353,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.3443,-33.5621,14.2,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26441/?format=feather",37384057,"Labridae","Bodianus frenchii","Bodianus","frenchii",360.58445,1,2891.56833,3.71193,6.26892,20.68325,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.3443,-33.5621,14.2,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26441/?format=feather",37384039,"Labridae","Choerodon rubescens","Choerodon","rubescens",266.02682,1,3306.77871,1.3676,8.32313,21.16713,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.3443,-33.5621,14.2,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26441/?format=feather",37384039,"Labridae","Choerodon rubescens","Choerodon","rubescens",259.14414,1,3710.99251,2.92009,18.93859,21.16713,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.3443,-33.5621,14.2,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26442/?format=feather",37384039,"Labridae","Choerodon rubescens","Choerodon","rubescens",260.34347,1,4244.1004,1.76294,18.43249,21.16713,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.3481,-33.5711,14.7,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26443/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",281.67962,1,2094.13989,1.96527,2.56847,20.95656,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4179,-33.5118,15.2,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26443/?format=feather",37384057,"Labridae","Bodianus frenchii","Bodianus","frenchii",280.12114,1,6252.69542,6.78201,26.07285,20.68325,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4179,-33.5118,15.2,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26445/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",426.61436,1,2290.7594,4.06558,4.53964,20.95656,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4064,-33.5162,14.5,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26445/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",433.72199,1,2843.57453,8.12744,9.75751,20.95656,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4064,-33.5162,14.5,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26445/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",359.07896,1,2814.45882,11.79601,5.7599,20.95656,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4064,-33.5162,14.5,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26445/?format=feather",37311100,"Serranidae","Epinephelides armatus","Epinephelides","armatus",308.54949,1,2467.65465,12.84133,5.64032,20.76187,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4064,-33.5162,14.5,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26445/?format=feather",37353001,"Sparidae","Chrysophrys auratus","Chrysophrys","auratus",338.23749,1,3024.34462,12.45573,10.85812,19.75909,"Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.4064,-33.5162,14.5,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26194/?format=feather",37384039,"Labridae","Choerodon rubescens","Choerodon","rubescens",409.45331,1,3229.1402,10.73239,9.489,21.16713,"Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.0925,-33.4502,42.4,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26194/?format=feather",37311100,"Serranidae","Epinephelides armatus","Epinephelides","armatus",461.61804,1,2409.90169,2.12156,7.5198,20.76187,"Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.0925,-33.4502,42.4,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37337007,"Carangidae","Seriola hippos","Seriola","hippos",815.23779,1,5200.70813,15.93759,37.07535,20.70145,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37377005,"Cheilodactylidae","Dactylophora nigricans","Dactylophora","nigricans",879.06466,1,3069.38089,8.97158,11.28331,17.42956,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37320004,"Glaucosomatidae","Glaucosoma hebraicum","Glaucosoma","hebraicum",426.7596,1,1614.95568,3.65619,1.84946,20.95656,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384025,"Labridae","Austrolabrus maculatus","Austrolabrus","maculatus",72.66813,1,2064.0137,5.71988,2.6326,19.77586,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",311.05992,1,2248.38075,6.56657,3.56769,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",258.46943,1,1367.91785,4.51425,1.659,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",313.82642,1,3425.38354,5.64155,6.40034,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",277.48277,1,1241.55435,0.85542,1.26465,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",285.37036,1,1283.78083,4.41341,0.90499,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",300.10595,1,1295.30478,5.05597,1.84076,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",311.94365,1,2612.24624,5.7108,4.77076,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",292.97923,1,2126.19192,3.06501,4.46511,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",272.0651,1,1882.15259,3.68805,2.22257,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",272.63427,1,3400.61534,8.10317,5.86328,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",185.35407,1,1418.55632,0.84206,2.89369,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",190.04922,1,1506.12163,1.86916,2.94306,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",265.29171,1,2490.70948,5.21887,2.82579,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",280.81721,1,1414.95822,3.4029,1.81056,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",243.59859,1,1700.01801,2.52993,2.036,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",264.09447,1,2285.48547,4.99458,3.46633,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",189.39137,1,1364.93696,0.9411,1.62461,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",155.87116,1,2248.07056,4.50194,3.62663,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",174.15394,1,1362.96695,3.03304,1.0187,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",250.30033,1,1247.35678,1.69506,1.1039,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",219.01808,1,1276.35146,2.00683,1.12857,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",241.58472,1,1531.36271,1.69201,1.52539,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384088,"Labridae","Coris auricularis","Coris","auricularis",224.31822,1,1791.97993,2.98663,3.46583,20.79165,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384022,"Labridae","Notolabrus parilus","Notolabrus","parilus",289.49854,1,1380.16496,1.44299,1.0392,20.24906,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384040,"Labridae","Ophthalmolepis lineolatus","Ophthalmolepis","lineolatus",155.60568,1,2180.58341,5.21166,5.37202,19.33951,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37384149,"Labridae","Pseudolabrus biserialis","Pseudolabrus","biserialis",156.72367,1,1268.29227,0.92698,1.2989,20.5879,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26285/?format=feather",37465002,"Monacanthidae","Acanthaluteres vittiger","Acanthaluteres","vittiger",139.84507,1,2562.03207,5.45247,5.53716,15.38922,"Fished","General Use Zone","Geographe Bay","Geographe Bay",115.1139,-33.5808,15,TRUE,TRUE
