"sample","number","size.class","scientific","status","zone","site","location","longitude","latitude","depth","successful_count","successful_length","time_stamp"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25494/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","5","Ningaloo Marine Park",113.5723254,-22.76278737,0,TRUE,TRUE,"2019-08-13T08:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25495/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","5","Ningaloo Marine Park",113.58319,-22.76082,0,TRUE,FALSE,"2019-08-13T08:11:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25496/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","6","Ningaloo Marine Park",113.53596,-22.77091,0,TRUE,TRUE,"2019-08-13T05:41:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25497/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","6","Ningaloo Marine Park",113.55367,-22.75818,0,TRUE,TRUE,"2019-08-13T05:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25498/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","6","Ningaloo Marine Park",113.54189,-22.75754,0,TRUE,TRUE,"2019-08-13T05:25:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25499/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","6","Ningaloo Marine Park",113.5402541,-22.75175065,0,TRUE,TRUE,"2019-08-13T05:21:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25500/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","6","Ningaloo Marine Park",113.5412044,-22.7411738,0,TRUE,TRUE,"2019-08-13T05:15:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25501/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","6","Ningaloo Marine Park",113.541917,-22.73059695,0,TRUE,TRUE,"2019-08-13T05:11:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25502/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","7","Ningaloo Marine Park",113.5509445,-22.73427585,85,TRUE,TRUE,"2019-08-14T00:24:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25503/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","7","Ningaloo Marine Park",113.5533202,-22.7317466,84,TRUE,TRUE,"2019-08-14T00:21:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25504/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","7","Ningaloo Marine Park",113.5554582,-22.72507859,82,TRUE,TRUE,"2019-08-14T00:16:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25505/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","7","Ningaloo Marine Park",113.5630603,-22.72760784,75,TRUE,TRUE,"2019-08-14T00:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25506/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","7","Ningaloo Marine Park",113.5732756,-22.72875749,72,TRUE,TRUE,"2019-08-14T00:08:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25507/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","7","Ningaloo Marine Park",113.5756513,-22.73059695,72,TRUE,TRUE,"2019-08-14T00:03:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25508/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","8","Ningaloo Marine Park",113.5497567,-22.71266228,87,TRUE,TRUE,"2019-08-14T02:00:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25509/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","8","Ningaloo Marine Park",113.5559334,-22.70277523,76,TRUE,TRUE,"2019-08-14T02:06:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25510/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","8","Ningaloo Marine Park",113.57994,-22.7017,63,TRUE,TRUE,"2019-08-14T02:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25511/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","8","Ningaloo Marine Park",113.58157,-22.69621,61,TRUE,TRUE,"2019-08-14T02:27:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25512/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","8","Ningaloo Marine Park",113.57783,-22.69542,63,TRUE,TRUE,"2019-08-14T02:23:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25513/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","8","Ningaloo Marine Park",113.547381,-22.69932625,95,TRUE,TRUE,"2019-08-14T02:11:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25514/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","9","Ningaloo Marine Park",113.5359779,-22.70139564,0,TRUE,TRUE,"2019-08-13T03:16:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25515/?format=feather",1,"0-50","All indicator species","No-take","National Park Zone","9","Ningaloo Marine Park",113.5214865,-22.7025453,0,TRUE,TRUE,"2019-08-13T03:00:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25516/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","9","Ningaloo Marine Park",113.5319393,-22.6931181,0,TRUE,TRUE,"2019-08-13T03:10:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25517/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","9","Ningaloo Marine Park",113.5255251,-22.71082283,0,TRUE,TRUE,"2019-08-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25518/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","9","Ningaloo Marine Park",113.5136468,-22.71220242,0,TRUE,TRUE,"2019-08-13T02:45:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25519/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","10","Ningaloo Marine Park",113.5564085,-22.67587323,93,TRUE,FALSE,"2019-08-14T04:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25520/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","10","Ningaloo Marine Park",113.5564085,-22.67334399,95,TRUE,TRUE,"2019-08-14T04:19:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25521/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","10","Ningaloo Marine Park",113.5628228,-22.66874535,88,TRUE,TRUE,"2019-08-14T04:24:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25522/?format=feather",0,"0-50","All indicator species","No-take","National Park Zone","10","Ningaloo Marine Park",113.5518948,-22.6669059,110,TRUE,TRUE,"2019-08-14T04:33:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25523/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","10","Ningaloo Marine Park",113.55942,-22.62918,160,TRUE,TRUE,"2019-08-14T06:34:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25524/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","10","Ningaloo Marine Park",113.5636,-22.61773,160,TRUE,TRUE,"2019-08-14T06:41:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25525/?format=feather",0,"0-50","All indicator species","No-take","Sanctuary Zone","10","Ningaloo Marine Park",113.57775,-22.59615,136,TRUE,TRUE,"2019-08-14T07:20:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25526/?format=feather",0,"0-50","All indicator species","No-take","Sanctuary Zone","10","Ningaloo Marine Park",113.579,-22.638,78,TRUE,TRUE,"2019-08-14T06:53:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25527/?format=feather",0,"0-50","All indicator species","No-take","Sanctuary Zone","10","Ningaloo Marine Park",113.5916667,-22.624,74,TRUE,TRUE,"2019-08-14T07:02:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25528/?format=feather",0,"0-50","All indicator species","No-take","Sanctuary Zone","10","Ningaloo Marine Park",113.594,-22.6058333,84,TRUE,TRUE,"2019-08-14T07:10:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25529/?format=feather",0,"0-50","All indicator species","Fished","General Use","11","Ningaloo Marine Park",113.6215013,-22.54044354,84,TRUE,TRUE,"2019-08-15T00:06:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25530/?format=feather",0,"0-50","All indicator species","Fished","General Use","11","Ningaloo Marine Park",113.6248272,-22.5365347,81,TRUE,TRUE,"2019-08-15T00:11:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25531/?format=feather",0,"0-50","All indicator species","Fished","General Use","11","Ningaloo Marine Park",113.6243521,-22.52871703,91,TRUE,TRUE,"2019-08-15T00:19:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25532/?format=feather",0,"0-50","All indicator species","Fished","General Use","11","Ningaloo Marine Park",113.6345674,-22.52388847,77,TRUE,TRUE,"2019-08-15T00:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25533/?format=feather",0,"0-50","All indicator species","Fished","General Use","12","Ningaloo Marine Park",113.67504,-22.46724,56,TRUE,TRUE,"2019-08-15T02:37:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25534/?format=feather",0,"0-50","All indicator species","Fished","General Use","12","Ningaloo Marine Park",113.6678265,-22.46824503,65,TRUE,TRUE,"2019-08-15T02:44:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25535/?format=feather",0,"0-50","All indicator species","Fished","General Use","12","Ningaloo Marine Park",113.6687767,-22.46433619,70,TRUE,TRUE,"2019-08-15T02:48:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25536/?format=feather",0,"0-50","All indicator species","Fished","General Use","12","Ningaloo Marine Park",113.6599868,-22.4673253,86,TRUE,TRUE,"2019-08-15T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25537/?format=feather",0,"0-50","All indicator species","Fished","General Use","12","Ningaloo Marine Park",113.64333,-22.48475,100,TRUE,TRUE,"2019-08-15T02:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25538/?format=feather",0,"0-50","All indicator species","Fished","General Use","13","Ningaloo Marine Park",113.7058369,-22.40386419,69,TRUE,TRUE,"2019-08-15T04:32:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25539/?format=feather",0,"0-50","All indicator species","Fished","General Use","13","Ningaloo Marine Park",113.7013231,-22.39903562,83,TRUE,TRUE,"2019-08-15T04:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25540/?format=feather",0,"0-50","All indicator species","Fished","General Use","13","Ningaloo Marine Park",113.6972845,-22.39765604,92,TRUE,TRUE,"2019-08-15T04:48:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25541/?format=feather",0,"0-50","All indicator species","Fished","General Use","13","Ningaloo Marine Park",113.6932459,-22.40087508,96,TRUE,TRUE,"2019-08-15T04:43:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25542/?format=feather",0,"0-50","All indicator species","Fished","General Use","13","Ningaloo Marine Park",113.6922957,-22.40478391,94.5,TRUE,TRUE,"2019-08-15T04:39:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25543/?format=feather",0,"0-50","All indicator species","Fished","General Use","13","Ningaloo Marine Park",113.7039364,-22.39328734,85,TRUE,TRUE,"2019-08-15T04:56:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25544/?format=feather",0,"0-50","All indicator species","Fished","General Use","14","Ningaloo Marine Park",113.72408,-22.32524,96,TRUE,TRUE,"2019-08-15T06:46:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25545/?format=feather",0,"0-50","All indicator species","No-take","Sanctuary Zone","14","Ningaloo Marine Park",113.73251,-22.30284,101,TRUE,TRUE,"2019-08-15T07:12:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25546/?format=feather",0,"0-50","All indicator species","Fished","General Use","14","Ningaloo Marine Park",113.79046,-22.17832,100,TRUE,TRUE,"2019-08-16T00:12:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25547/?format=feather",1,"0-50","All indicator species","Fished","General Use","14","Ningaloo Marine Park",113.7371667,-22.3266667,75,TRUE,TRUE,"2019-08-15T06:53:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25548/?format=feather",0,"0-50","All indicator species","No-take","Sanctuary Zone","14","Ningaloo Marine Park",113.746,-22.3071667,82,TRUE,TRUE,"2019-08-15T07:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25549/?format=feather",1,"0-50","All indicator species","No-take","Sanctuary Zone","14","Ningaloo Marine Park",113.7416667,-22.2866667,101,TRUE,TRUE,"2019-08-15T07:20:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25550/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","15","Ningaloo Marine Park",113.7915,-22.17344,100,TRUE,TRUE,"2019-08-16T00:16:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25551/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","15","Ningaloo Marine Park",113.7941,-22.16882,100,TRUE,TRUE,"2019-08-16T00:20:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25552/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","15","Ningaloo Marine Park",113.79163,-22.13639,116,TRUE,TRUE,"2019-08-16T00:43:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25553/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","15","Ningaloo Marine Park",113.7899349,-22.14381158,110,TRUE,TRUE,"2019-08-16T00:39:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25554/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.80074,-22.12155,101,TRUE,TRUE,"2019-08-16T02:22:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25555/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","16","Ningaloo Marine Park",113.79192,-22.11624,145,TRUE,TRUE,"2019-08-16T02:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25556/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","16","Ningaloo Marine Park",113.7967,-22.10669,190,TRUE,TRUE,"2019-08-16T02:39:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25557/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","16","Ningaloo Marine Park",113.8081,-22.09742,100,TRUE,TRUE,"2019-08-16T02:48:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather",0,"0-50","All indicator species","Fished","Special Purpose Zone (Benthic Protection)","16","Ningaloo Marine Park",113.82563,-22.0856,85,TRUE,TRUE,"2019-08-16T03:00:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25559/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","17","Ningaloo Marine Park",113.8193929,-22.0943763,90,TRUE,TRUE,"2019-08-16T02:53:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25560/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.812266,-22.06954369,91,TRUE,TRUE,"2019-08-16T04:33:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25561/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.8120284,-22.06517499,91,TRUE,TRUE,"2019-08-16T04:38:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25562/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.8082274,-22.06563485,117,TRUE,TRUE,"2019-08-16T04:46:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25563/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.810603,-22.06172601,134,TRUE,TRUE,"2019-08-16T04:50:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25564/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.8281828,-22.06264574,109,TRUE,TRUE,"2019-08-16T04:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25565/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","18","Ningaloo Marine Park",113.823194,-22.0725328,96,TRUE,TRUE,"2019-08-16T04:58:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25566/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","19","Ningaloo Marine Park",113.82289,-22.01347,107,TRUE,TRUE,"2019-08-16T06:42:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25567/?format=feather",3,"0-50","All indicator species","Fished","Recreational Use Zone","19","Ningaloo Marine Park",113.821531,-22.00792203,122,TRUE,TRUE,"2019-08-16T06:44:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25568/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","19","Ningaloo Marine Park",113.8305585,-22.00286353,99,TRUE,TRUE,"2019-08-16T06:55:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25569/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","19","Ningaloo Marine Park",113.8255696,-22.00056422,109,TRUE,TRUE,"2019-08-16T06:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather",2,"0-50","All indicator species","Fished","Recreational Use Zone","19","Ningaloo Marine Park",113.8291331,-21.99757511,101,TRUE,TRUE,"2019-08-16T06:59:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25571/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","19","Ningaloo Marine Park",113.8234315,-21.99412613,130,TRUE,TRUE,"2019-08-16T07:03:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25572/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","23","Ningaloo Marine Park",114.0835652,-21.68647769,102,TRUE,TRUE,"2019-08-17T05:22:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25573/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","23","Ningaloo Marine Park",114.0785763,-21.68555797,106,TRUE,TRUE,"2019-08-17T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25574/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","23","Ningaloo Marine Park",114.0811896,-21.68233893,109,TRUE,TRUE,"2019-08-17T05:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25575/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","23","Ningaloo Marine Park",114.0845155,-21.67980968,110,TRUE,TRUE,"2019-08-17T05:35:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25576/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","23","Ningaloo Marine Park",114.0944932,-21.67475118,107,TRUE,TRUE,"2019-08-17T05:46:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25577/?format=feather",0,"0-50","All indicator species","Fished","Recreational Use Zone","23","Ningaloo Marine Park",114.0747,-21.706867,67,TRUE,TRUE,"2019-08-17T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25578/?format=feather",1,"0-50","All indicator species","Fished","General Use","30","Ningaloo Marine Park",113.90722,-21.90687,69,TRUE,TRUE,"2019-08-17T02:08:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25579/?format=feather",0,"0-50","All indicator species","Fished","General Use","30","Ningaloo Marine Park",113.91082,-21.89999,67,TRUE,TRUE,"2019-08-17T02:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather",0,"0-50","All indicator species","Fished","General Use","30","Ningaloo Marine Park",113.91423,-21.89513,69,TRUE,TRUE,"2019-08-17T02:16:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather",0,"0-50","All indicator species","Fished","General Use","30","Ningaloo Marine Park",113.91801,-21.88983,68,TRUE,TRUE,"2019-08-17T02:20:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25582/?format=feather",0,"0-50","All indicator species","Fished","General Use","30","Ningaloo Marine Park",113.9202,-21.8876,66,TRUE,TRUE,"2019-08-17T02:23:00Z"
